what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1409303399185
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1409303399186
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1409303399187
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1409303399188
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1409303399188
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1409303399189
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1409303399189
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1409303399189
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1409303399190
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1409303399191
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1409303399191
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1409303399193
os,sysinfo,,,"win32",1409303399196
arch,sysinfo,,,"x86",1409303399196
ws,sysinfo,,,"win32",1409303399196
locale,sysinfo,,,"en_US",1409303399196
processors,sysinfo,,,"4",1409303399196
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1409303399197
java.runtime.version,sysinfo,,,"1.7.0_55-b14",1409303399197
java.specification.name,sysinfo,,,"Java Platform API Specification",1409303399197
java.specification.vendor,sysinfo,,,"Oracle Corporation",1409303399197
java.specification.version,sysinfo,,,"1.7",1409303399197
java.vendor,sysinfo,,,"Oracle Corporation",1409303399197
java.version,sysinfo,,,"1.7.0_55",1409303399197
java.vm.info,sysinfo,,,"mixed mode, sharing",1409303399197
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1409303399197
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1409303399197
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1409303399197
java.vm.specification.version,sysinfo,,,"1.7",1409303399197
java.vm.vendor,sysinfo,,,"Oracle Corporation",1409303399197
java.vm.version,sysinfo,,,"24.55-b03",1409303399197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409303408046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409303412581
started,bundle,org.eclipse.birt.core,3.7.1.v20110905,"org.eclipse.birt.core",1409303413405
started,bundle,org.eclipse.birt.chart.ui,3.7.1.v20110905,"org.eclipse.birt.chart.ui",1409303413593
started,bundle,org.eclipse.birt.chart.engine,3.7.1.v20110905,"org.eclipse.birt.chart.engine",1409303413934
started,bundle,org.eclipse.birt.chart.reportitem.ui,3.7.1.v20110905,"org.eclipse.birt.chart.reportitem.ui",1409303414323
started,bundle,org.eclipse.birt.report.model,3.7.1.v20110905,"org.eclipse.birt.report.model",1409303414606
started,bundle,org.eclipse.birt.report.designer.core,3.7.1.v20110905,"org.eclipse.birt.report.designer.core",1409303414741
started,bundle,org.eclipse.birt.report.item.crosstab.core,3.7.1.v20110905,"org.eclipse.birt.report.item.crosstab.core",1409303415082
