what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409306986625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307015619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1409307016981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307022491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307032326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307039055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307046077
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.1.v20110905,"org.eclipse.birt.report.designer.ui.editors.ReportEditor",1409307046874
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1409307048727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307051557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307059583
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.1.v20110905,"org.eclipse.birt.report.designer.ui.editors.ReportEditor",1409307062775
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.1.v20110905,"org.eclipse.birt.report.designer.ui.editors.ReportEditor",1409307068405
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1409307074504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307076198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1409307078674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1409307098018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1409307099581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307101902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307110119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307116904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307121224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307133211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307136733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307145201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307147423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307155022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1409307158765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1409307160691
